timestamp,open,high,low,close,volume,tradeCount,vwap
2025-04-25T04:00:00Z,15.5,22.42,11.35,11.35,362307,8630,17.1532
2025-04-28T04:00:00Z,12.49,14.29,10,10.87,108980,2262,11.9111
2025-04-29T04:00:00Z,10.5,11,10,10.68,51573,943,10.3424
2025-04-30T04:00:00Z,10.68,10.89,9.25,10.89,58466,1493,10.3866
2025-05-01T04:00:00Z,10.25,11,10.0001,10.805,84970,908,10.7569
2025-05-02T04:00:00Z,11,11,9.865,10.51,113115,1603,10.5166
2025-05-05T04:00:00Z,10.1,10.98,10.06,10.75,94486,1803,10.5868
2025-05-06T04:00:00Z,10.65,10.8,9.86,10.25,41041,626,10.2923
2025-05-07T04:00:00Z,10.17,10.4,9.8983,10.15,40829,820,10.1865
2025-05-08T04:00:00Z,10.5,10.64,9.5504,10.13,69216,1244,10.192
2025-05-09T04:00:00Z,9.77,10.28,9.5933,10.09,68619,1307,10.1406
2025-05-12T04:00:00Z,10.09,10.28,9.7313,10.15,47794,773,10.0732
2025-05-13T04:00:00Z,10.29,10.29,9.5,10.15,97826,1149,10.0065
2025-05-14T04:00:00Z,10.2,10.44,9.61,10.05,94016,1455,10.1971
2025-05-15T04:00:00Z,10.23,10.49,9.7242,9.95,182083,1416,10.0265
2025-05-16T04:00:00Z,9.97,10.1731,9.7225,9.84,14659,458,9.92755
2025-05-19T04:00:00Z,9.95,10.25,9.74,9.74,35807,622,9.9518
2025-05-20T04:00:00Z,9.51,9.7499,8,8.97,329515,2716,8.89404
2025-05-21T04:00:00Z,8.73,9.19,8.17,8.91,85857,961,8.86333
2025-05-22T04:00:00Z,8.81,9.14,8.64,9,45505,1588,8.96783
2025-05-23T04:00:00Z,9,9.2,8.42,8.82,52434,812,8.73697
2025-05-27T04:00:00Z,9,9,6.105,7.08,76596,1508,7.17464
2025-05-28T04:00:00Z,7.08,7.3964,4.99,5.08,151193,2101,5.63365
2025-05-29T04:00:00Z,5.8,6.84,5.6,6.03,177189,2388,6.16208
2025-05-30T04:00:00Z,5.81,6.475,5.81,6.33,46352,659,6.12163
2025-06-02T04:00:00Z,6.43,6.77,5.87,5.99,141916,1387,6.33034
2025-06-03T04:00:00Z,6,6.295,5.5,5.71,60298,1125,5.83085
2025-06-04T04:00:00Z,5.89,6.18,5.55,5.66,50810,1247,5.77189
2025-06-05T04:00:00Z,6.18,6.18,5.53,6,85487,807,5.89408
2025-06-06T04:00:00Z,5.7681,6.23,5.76,6,48206,430,6.03444
2025-06-09T04:00:00Z,6.15,6.18,4.45,4.58,125663,1297,5.21096
2025-06-10T04:00:00Z,4.95,5.73,4.1,4.2,127969,1637,4.71682
2025-06-11T04:00:00Z,4.5,4.58,4.05,4.2,86150,958,4.26187
2025-06-12T04:00:00Z,4.26,4.47,3.7,3.9,91178,698,4.00079
2025-06-13T04:00:00Z,3.95,3.97,3.5,3.54,77511,528,3.80608
2025-06-16T04:00:00Z,3.8,3.8001,3.21,3.24,165957,1496,3.49363
2025-06-17T04:00:00Z,3.52,3.52,3.015,3.42,130800,1116,3.18935
2025-06-18T04:00:00Z,3.56,5.7,3.355,4.88,898687,7464,4.67987
2025-06-20T04:00:00Z,5.29,11.87,5.0534,6.92,6476000,61317,8.00275
2025-06-23T04:00:00Z,6.25,6.28,5.44,5.65,531356,5070,5.74109
2025-06-24T04:00:00Z,5.33,6.45,5.25,5.66,288684,2726,5.91427
2025-06-25T04:00:00Z,5.85,6.16,5.3444,5.9,234121,1618,5.82079
2025-06-26T04:00:00Z,5.79,6.85,5.5201,6.54,331894,3083,6.15766
2025-06-27T04:00:00Z,6.51,6.51,5.71,5.77,110714,841,6.04261
2025-06-30T04:00:00Z,5.7,6.09,5.69,5.89,82262,900,5.86638
2025-07-01T04:00:00Z,5.8,6.0571,5.4,5.66,183617,1758,5.67617
2025-07-02T04:00:00Z,5.84,6.04,5.11,5.17,140102,1180,5.25792
2025-07-03T04:00:00Z,5.2,5.64,5.1,5.34,92557,1314,5.32008
2025-07-07T04:00:00Z,5.48,5.48,5.025,5.27,81129,999,5.16228
2025-07-08T04:00:00Z,5.27,5.39,4.75,4.81,152242,1032,4.96626
2025-07-09T04:00:00Z,4.78,5.1613,4.5616,4.73,71022,793,4.70999
2025-07-10T04:00:00Z,4.8,5.46,4.39,5.36,240531,1904,4.94438
2025-07-11T04:00:00Z,5.15,5.2461,4.8,4.99,81498,766,5.06097
2025-07-14T04:00:00Z,4.99,5.0642,4.63,4.75,36643,527,4.81809
2025-07-15T04:00:00Z,5.02,6.17,4.669,5.33,348661,2932,5.65172
2025-07-16T04:00:00Z,5.3,7.29,5.204,6.8,381704,3131,6.48819
2025-07-17T04:00:00Z,6.88,8.8,6.7,8.32,588254,4915,8.03321
2025-07-18T04:00:00Z,8.56,8.98,7.5,7.93,198111,2235,8.20162
2025-07-21T04:00:00Z,7.95,8.65,7.5,8.4,115859,1547,8.23078
2025-07-22T04:00:00Z,8.16,8.59,8.16,8.45,76327,1067,8.36018
2025-07-23T04:00:00Z,8.22,8.505,6.76,6.85,117642,1356,7.43394
2025-07-24T04:00:00Z,7.26,7.88,6.92,7.2,109935,1494,7.30487
2025-07-25T04:00:00Z,6.95,7.7932,6.95,7.18,40312,1078,7.19365
2025-07-28T04:00:00Z,7.2,7.4717,7,7.2,49335,465,7.18648
2025-07-29T04:00:00Z,7,7.38,7,7.38,100639,1053,7.08475
2025-07-30T04:00:00Z,7.38,7.67,7.04,7.05,32999,471,7.27926
2025-07-31T04:00:00Z,7.05,7.25,6.54,6.79,67101,511,6.88317
2025-08-01T04:00:00Z,6.72,6.72,6.05,6.2,54451,373,6.36857
2025-08-04T04:00:00Z,6.61,6.6822,6.1391,6.57,29592,631,6.50981
2025-08-05T04:00:00Z,6.62,6.9,6.56,6.65,13243,375,6.7404
2025-08-06T04:00:00Z,6.7,6.7,6.21,6.435,30784,841,6.37923
2025-08-07T04:00:00Z,6.47,7.397,6.47,6.68,93074,1013,7.04393
2025-08-08T04:00:00Z,6.72,7,6.5502,6.77,33187,393,6.69824
2025-08-11T04:00:00Z,6.69,6.9,6.2,6.25,57570,519,6.44813
2025-08-12T04:00:00Z,6.37,6.6899,6.01,6.44,67314,2386,6.29257
2025-08-13T04:00:00Z,6.35,6.7,6.3,6.5,33887,664,6.51173
2025-08-14T04:00:00Z,6.67,7.2699,6.3501,6.75,70530,1416,6.79577
2025-08-15T04:00:00Z,6.75,7.1399,6.05,6.69,63323,1238,6.55255
2025-08-18T04:00:00Z,6.21,6.6999,6.21,6.55,34270,486,6.46913
2025-08-19T04:00:00Z,6.64,6.66,6.35,6.61,20572,300,6.54265
2025-08-20T04:00:00Z,6.65,6.65,6.1634,6.44,15216,263,6.40497
2025-08-21T04:00:00Z,6.38,7.8,6.3116,7.54,110361,941,6.98682
2025-08-22T04:00:00Z,7.45,7.58,6.75,6.99,54939,817,7.20899
2025-08-25T04:00:00Z,6.97,7.49,6.72,6.98,32770,916,6.96575
2025-08-26T04:00:00Z,7,7.4888,6.895,7.07,38107,1215,7.15345
2025-08-27T04:00:00Z,7.07,7.3,6.54,7.22,44569,335,7.02015
2025-08-28T04:00:00Z,7.59,7.59,6.88,7,34675,491,7.16101
2025-08-29T04:00:00Z,7.2,7.305,6.69,7,32061,387,6.98
2025-09-02T04:00:00Z,6.82,7,6.645,6.99,28010,354,6.80393
2025-09-03T04:00:00Z,7.05,7.05,6.52,6.9,12325,229,6.86974
2025-09-04T04:00:00Z,6.86,7,6.765,7,24490,354,6.92365
2025-09-05T04:00:00Z,7,7.5,6.7272,7,45092,564,7.07315
2025-09-08T04:00:00Z,6.62,6.99,6.135,6.14,84600,1299,6.46973
