timestamp,open,high,low,close,volume,tradeCount,vwap
2025-07-21T04:00:00Z,0.4,0.4,0.25,0.25,3400,24,0.263298
2025-07-22T04:00:00Z,0.24,0.25,0.22,0.2239,5947,14,0.241079
2025-07-23T04:00:00Z,0.2239,0.2239,0.2239,0.2239,0,0,0
2025-07-24T04:00:00Z,0.222,0.222,0.21,0.22,284216,50,0.216995
2025-07-25T04:00:00Z,0.21,0.21,0.21,0.21,200,2,0.21
2025-07-28T04:00:00Z,0.21,0.21,0.21,0.21,0,0,0
2025-07-29T04:00:00Z,0.21,0.21,0.21,0.21,0,0,0
2025-07-30T04:00:00Z,0.2,0.2,0.18,0.18,1041384,17,0.180969
2025-07-31T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-08-01T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-08-04T04:00:00Z,0.18,0.18,0.18,0.18,200,1,0.18
2025-08-05T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-08-06T04:00:00Z,0.172,0.18,0.1701,0.18,1300,8,0.172772
2025-08-07T04:00:00Z,0.18,0.185,0.17,0.1816,347710,76,0.179999
2025-08-08T04:00:00Z,0.1816,0.1816,0.1816,0.1816,0,0,0
2025-08-11T04:00:00Z,0.1816,0.1816,0.1816,0.1816,0,0,0
2025-08-12T04:00:00Z,0.1816,0.1816,0.1816,0.1816,0,0,0
2025-08-13T04:00:00Z,0.1816,0.1816,0.1816,0.1816,0,0,0
2025-08-14T04:00:00Z,0.1816,0.1816,0.1816,0.1816,0,0,0
2025-08-15T04:00:00Z,0.1816,0.1816,0.1816,0.1816,0,0,0
2025-08-18T04:00:00Z,0.1816,0.1816,0.1816,0.1816,0,0,0
2025-08-19T04:00:00Z,0.18,0.18,0.18,0.18,100000,64,0.18
2025-08-20T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-08-21T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-08-22T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-08-25T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-08-26T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-08-27T04:00:00Z,0.17,0.172,0.17,0.1719,1144,6,0.170355
2025-08-28T04:00:00Z,0.18,0.18,0.18,0.18,267550,65,0.18
2025-08-29T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-09-02T04:00:00Z,0.19,0.19,0.19,0.19,104,3,0.19
2025-09-03T04:00:00Z,0.18,0.19,0.18,0.19,149803,9,0.180007
2025-09-04T04:00:00Z,0.18,0.18,0.18,0.18,303,4,0.18
2025-09-05T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-09-08T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-09-09T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-09-10T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-09-11T04:00:00Z,0.1798,0.19,0.17,0.19,254400,125,0.179033
2025-09-12T04:00:00Z,0.19,0.19,0.19,0.19,0,0,0
2025-09-15T04:00:00Z,0.18,0.19,0.18,0.1819,14448,29,0.180872
2025-09-16T04:00:00Z,0.18,0.182,0.18,0.18,39335,26,0.180083
2025-09-17T04:00:00Z,0.1812,0.1812,0.18,0.18,54300,12,0.180017
2025-09-18T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-09-19T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
2025-09-22T04:00:00Z,0.18,0.18,0.18,0.18,0,0,0
