timestamp,open,high,low,close,volume,tradeCount,vwap
2021-12-17T05:00:00Z,25.09,25.1,25.05,25.05,990001,3,25.1
2021-12-20T05:00:00Z,25.11,25.11,25.0938,25.0938,306,6,25.11
2021-12-21T05:00:00Z,25.085,25.085,25.085,25.085,1,1,25.085
2021-12-22T05:00:00Z,25.085,25.085,25.085,25.085,0,0,0
2021-12-23T05:00:00Z,25.085,25.085,25.085,25.085,1,1,25.085
2021-12-27T05:00:00Z,25.085,25.085,25.085,25.085,1000,2,25.085
2021-12-28T05:00:00Z,25.085,25.085,25.085,25.085,0,0,0
2021-12-29T05:00:00Z,25.08,25.08,25.08,25.08,4,1,25.08
2021-12-30T05:00:00Z,25.1,25.11,25.0901,25.0901,1002,13,25.1078
2021-12-31T05:00:00Z,25.0901,25.0901,25.0901,25.0901,0,0,0
2022-01-03T05:00:00Z,25.0901,25.0901,25.0901,25.0901,0,0,0
2022-01-04T05:00:00Z,25.0648,25.075,25.0648,25.075,258,5,25.0648
2022-01-05T05:00:00Z,25.05,25.06,25.03,25.03,999,6,25.0511
2022-01-06T05:00:00Z,25,25,25,25,1000,1,25
2022-01-07T05:00:00Z,25,25,25,25,0,0,0
2022-01-10T05:00:00Z,25,25,25,25,0,0,0
2022-01-11T05:00:00Z,24.9682,24.995,24.9682,24.995,458,4,24.9801
2022-01-12T05:00:00Z,24.99,24.99,24.97,24.97,2000,11,24.982
2022-01-13T05:00:00Z,24.97,24.97,24.97,24.97,0,0,0
2022-01-14T05:00:00Z,24.97,24.97,24.935,24.935,800,5,24.9625
2022-01-18T05:00:00Z,24.88,24.89,24.871,24.871,16000,80,24.8896
2022-01-19T05:00:00Z,24.871,24.871,24.871,24.871,0,0,0
2022-01-20T05:00:00Z,24.871,24.871,24.871,24.871,0,0,0
2022-01-21T05:00:00Z,24.92,24.92,24.9,24.9,2800,28,24.9182
2022-01-24T05:00:00Z,24.92,24.92,24.905,24.905,2401,25,24.9194
2022-01-25T05:00:00Z,24.89,24.89,24.885,24.885,501,3,24.89
2022-01-26T05:00:00Z,24.885,24.885,24.8249,24.8249,1300,8,24.855
2022-01-27T05:00:00Z,24.77,24.77,24.75,24.75,21800,77,24.77
2022-01-28T05:00:00Z,24.76,24.77,24.76,24.76,900,9,24.7689
2022-01-31T05:00:00Z,24.745,24.76,24.745,24.76,250,1,24.745
2022-02-01T05:00:00Z,24.76,24.76,24.76,24.76,1,1,24.76
2022-02-02T05:00:00Z,24.785,24.785,24.785,24.785,2,2,24.785
2022-02-03T05:00:00Z,24.785,24.785,24.785,24.785,0,0,0
2022-02-04T05:00:00Z,24.785,24.785,24.785,24.785,0,0,0
2022-02-07T05:00:00Z,24.785,24.785,24.785,24.785,0,0,0
2022-02-08T05:00:00Z,24.785,24.785,24.785,24.785,0,0,0
2022-02-09T05:00:00Z,24.785,24.785,24.785,24.785,0,0,0
2022-02-10T05:00:00Z,24.785,24.785,24.785,24.785,0,0,0
2022-02-11T05:00:00Z,24.785,24.785,24.785,24.785,0,0,0
2022-02-14T05:00:00Z,24.5156,24.5156,24.5156,24.5156,25,1,24.5156
2022-02-15T05:00:00Z,24.52,24.52,24.52,24.52,25,1,24.52
2022-02-16T05:00:00Z,24.52,24.52,24.52,24.52,0,0,0
2022-02-17T05:00:00Z,24.52,24.52,24.52,24.52,0,0,0
2022-02-18T05:00:00Z,24.52,24.52,24.52,24.52,0,0,0
2022-02-22T05:00:00Z,24.52,24.52,24.52,24.52,1,1,24.52
2022-02-23T05:00:00Z,24.52,24.52,24.52,24.52,0,0,0
2022-02-24T05:00:00Z,24.48,24.48,24.48,24.48,174,4,24.48
2022-02-25T05:00:00Z,24.48,24.48,24.48,24.48,0,0,0
2022-02-28T05:00:00Z,24.48,24.48,24.48,24.48,0,0,0
2022-03-01T05:00:00Z,24.5939,24.5939,24.5939,24.5939,1,1,24.5939
2022-03-02T05:00:00Z,24.4809,24.4809,24.4809,24.4809,1,1,24.4809
2022-03-03T05:00:00Z,24.4809,24.4809,24.4809,24.4809,0,0,0
