timestamp,open,high,low,close,volume,tradeCount,vwap
2025-01-08T05:00:00Z,3.85,3.99,3.25,3.25,544308,1407,3.67218
2025-01-10T05:00:00Z,3.29,3.38,2.82,2.83,128332,624,3.09511
2025-01-13T05:00:00Z,2.88,3.0999,2.7,2.76,40816,286,2.84815
2025-01-14T05:00:00Z,2.8001,2.91,2.72,2.739,32859,132,2.80789
2025-01-15T05:00:00Z,2.7668,2.7714,2.5,2.5,74560,310,2.63592
2025-01-16T05:00:00Z,2.55,2.8,2.54,2.61,33839,162,2.62253
2025-01-17T05:00:00Z,2.69,2.85,2.61,2.76,31844,259,2.72515
2025-01-21T05:00:00Z,2.82,3.05,2.675,2.819,393708,911,2.9476
2025-01-22T05:00:00Z,2.8824,3.1,2.7,2.83,363314,807,2.97378
2025-01-23T05:00:00Z,2.79,3.03,2.77,2.93,268741,885,2.89128
2025-01-24T05:00:00Z,2.8496,3,2.81,2.89,105811,308,2.91616
2025-01-27T05:00:00Z,2.8,2.9796,2.73,2.8898,30973,118,2.86836
2025-01-28T05:00:00Z,2.9,2.9,2.6501,2.66,15113,58,2.75986
2025-01-29T05:00:00Z,2.73,2.83,2.7,2.82,43905,164,2.75501
2025-01-30T05:00:00Z,2.7415,2.922,2.7415,2.91,45249,216,2.8822
2025-01-31T05:00:00Z,2.876,3.0729,2.7598,2.86,189641,454,2.93381
2025-02-03T05:00:00Z,2.85,2.9885,2.78,2.87,28700,341,2.85902
2025-02-04T05:00:00Z,2.71,2.902,2.65,2.81,76711,204,2.79092
2025-02-05T05:00:00Z,2.85,2.85,2.6,2.805,33144,133,2.70496
2025-02-06T05:00:00Z,2.55,2.8,2.55,2.71,11718,69,2.663
2025-02-07T05:00:00Z,2.65,2.76,2.61,2.65,28832,124,2.69215
2025-02-10T05:00:00Z,2.66,2.72,2.59,2.64,22919,110,2.67175
2025-02-11T05:00:00Z,2.65,2.8049,2.63,2.63,4666,57,2.75507
2025-02-12T05:00:00Z,2.73,3.07,2.65,2.8,87607,305,2.9171
2025-02-13T05:00:00Z,2.81,2.97,2.7001,2.97,30909,153,2.77939
2025-02-14T05:00:00Z,2.9,2.99,2.7385,2.77,28477,234,2.86973
2025-02-18T05:00:00Z,2.56,2.81,2.56,2.68,67485,285,2.67897
2025-02-19T05:00:00Z,2.75,2.8,2.6845,2.7595,9498,78,2.73116
2025-02-20T05:00:00Z,2.8,2.8,2.7101,2.7651,13601,49,2.77688
2025-02-21T05:00:00Z,2.84,2.9904,2.7,2.77,9132,66,2.80037
2025-02-24T05:00:00Z,2.72,2.75,2.65,2.7,16550,110,2.69724
2025-02-25T05:00:00Z,2.82,2.95,2.7,2.72,80867,168,2.83439
2025-02-26T05:00:00Z,2.75,2.8,2.7,2.75,16756,85,2.73973
2025-02-27T05:00:00Z,2.75,2.92,2.65,2.7,23922,116,2.71574
2025-02-28T05:00:00Z,2.73,2.7534,2.66,2.68,12422,66,2.70172
2025-03-03T05:00:00Z,2.73,2.78,2.51,2.62,12565,76,2.64854
2025-03-04T05:00:00Z,2.5,2.7,2.5,2.68,16988,117,2.64641
2025-03-05T05:00:00Z,2.79,2.8662,2.69,2.8,55385,119,2.78157
2025-03-06T05:00:00Z,2.8552,2.8552,2.74,2.74,52139,112,2.8041
2025-03-07T05:00:00Z,2.795,2.795,2.64,2.7,14182,57,2.73503
2025-03-10T04:00:00Z,2.7,2.85,2.6,2.85,6721,52,2.65333
2025-03-11T04:00:00Z,2.755,2.79,2.68,2.68,17345,76,2.75137
2025-03-12T04:00:00Z,2.8269,2.831,2.67,2.82,11992,70,2.78109
2025-03-13T04:00:00Z,2.8,2.95,2.8,2.895,9869,65,2.88521
2025-03-14T04:00:00Z,2.95,3.075,2.91,2.98,17613,95,2.99926
2025-03-17T04:00:00Z,3,3.44,2.89,3.3,139464,417,3.20335
2025-03-18T04:00:00Z,3.41,3.41,3.22,3.22,62990,110,3.28737
2025-03-19T04:00:00Z,3.28,3.8017,3.22,3.77,71712,253,3.48352
2025-03-20T04:00:00Z,3.84,3.94,3.71,3.76,39279,253,3.82535
2025-03-21T04:00:00Z,3.86,4.1924,3.85,4.1,118381,308,4.06214
2025-03-24T04:00:00Z,4.13,4.15,3.38,3.38,114257,371,3.74486
2025-03-25T04:00:00Z,3.3,3.68,3.17,3.57,95784,357,3.40561
2025-03-26T04:00:00Z,3.6984,3.9052,3.51,3.62,62388,212,3.61012
2025-03-27T04:00:00Z,3.73,3.92,3.57,3.92,55573,163,3.69065
2025-03-28T04:00:00Z,4,4,3.7,3.87,76010,182,3.82581
2025-03-31T04:00:00Z,3.85,3.89,3.64,3.7,100691,260,3.75505
2025-04-01T04:00:00Z,3.7,3.76,3.48,3.5,71327,209,3.57949
2025-04-02T04:00:00Z,3.6001,3.615,3.35,3.51,126580,342,3.53989
2025-04-03T04:00:00Z,3.5,3.67,3.44,3.62,52936,215,3.53547
2025-04-04T04:00:00Z,3.5,3.75,3.49,3.67,66227,297,3.60935
2025-04-07T04:00:00Z,3.47,3.67,3.32,3.44,119408,525,3.50673
2025-04-08T04:00:00Z,3.52,3.65,3.14,3.245,90331,386,3.3686
2025-04-09T04:00:00Z,3.2,3.3702,3.1,3.16,106957,349,3.28196
2025-04-10T04:00:00Z,3.15,3.35,3.08,3.16,46212,292,3.18608
2025-04-11T04:00:00Z,3.2,3.31,2.9,3.2,63994,347,3.04561
